Texto,Idioma,Longitud
projekt budżetu korygującego nr  głosowanie,pl,5
projekt budżetu korygującego nr  głosowanie,pl,5
dodawanie do żywności witamin i składników mineralnych oraz niektórych innych substancji głosowanie,pl,12
oświadczenia żywieniowe i oświadczenia zdrowotne dotyczące żywności głosowanie,pl,8
informe poli bortone,pl,3
system informacji wizowej vis głosowanie,pl,5
konwencja z prüm współpraca transgraniczna w walce z terroryzmem i przestępczością transgraniczną głosowanie,pl,13
ochrona danych osobowych głosowanie,pl,4
wieloletni plan w zakresie zasobów dorsza w morzu bałtyckim oraz połowów tych zasobów głosowanie,pl,14
strategia i programy regionalne dla mercosuru i ameryki łacińskiej głosowanie,pl,10
propuesta de resolución,pl,3
rada praw człowieka organizacji narodów zjednoczonych głosowanie,pl,7
propuesta de resolución,pl,3
preliminarz dochodów i wydatków parlamentu europejskiego na rok  głosowanie,pl,9
se cierra el turno de votaciones,pl,6
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
skład komisji i delegacji patrz protokół,pl,6
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład parlamentu patrz protokół,pl,4
weryfikacja pełnomocnictw patrz protokół,pl,4
skład komisji patrz protokół,pl,4
podpisanie aktów przyjętych w trybie współdecyzji patrz protokół,pl,8
składanie dokumentów patrz protokół,pl,4
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
petycje patrz protokół,pl,3
teksty porozumień przekazane przez radę patrz protokół,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
die sitzung wird um  uhr geschlossen,pl,6
die sitzung wird um  uhr eröffnet,pl,6
składanie dokumentów patrz protokół,pl,4
termin składania poprawek patrz protokól,pl,5
ochrona pracowników na wypadek niewypłacalności pracodawcy wersja ujednolicona głosowanie,pl,9
zintegrowane zapobieganie zanieczyszczeniom i ich kontrola wersja ujednolicona głosowanie,pl,9
ochrona interesów konsumentów nakaz zaprzestania szkodliwych praktyk wersja ujednolicona głosowanie,pl,10
układ kierowniczy kołowych ciągników rolniczych i leśnych wesja ujednolicona głosowanie,pl,10
maksymalna prędkość i skrzynie ładunkowe kołowych ciągników rolniczych lub leśnych wersja ujednolicona głosowanie,pl,13
ciągniki rolnicze lub leśne wersja skodyfikowana głosowanie,pl,7
pole widzenia i wycieraczki szyb przednich w ciągnikach rolniczych lub leśnych wersja skodyfikowana głosowanie,pl,14
zbliżenie ustawodawstw państw członkowskich odnoszących się do znaków towarowych wersja skodyfikowana głosowanie,pl,12
ochrona pracowników przed ryzykiem związanym z narażeniem na działanie azbestu głosowanie,pl,11
gwarancja wspólnotowa dla ebi projekty realizowane poza wspólnotą wersja skodyfikowana głosowanie,pl,11
minimalne normy ochrony świń wersja ujednolicona głosowanie,pl,7
bydło hodowlane czystorasowe wersja ujednolicona głosowanie,pl,6
wspólnotowy znak towarowy wersja ujednolicona głosowanie,pl,6
produkcja i obrót  jajami wylęgowymi i pisklętami drobiu hodowlanego wersja ujednolicona głosowanie,pl,12
kontrola finansowania przez europejski fundusz rolniczy wersja ujednolicona głosowanie,pl,9
wzajemna pomoc przy odzyskiwaniu wierzytelności wersja ujednolicona głosowanie,pl,8
umowa o partnerstwie w sprawie połowów we  wyspy świętego tomasza i książęca głosowanie,pl,13
rapport capoulas santos,pl,3
umowa o partnerstwie w sprawie połowów wekiribati głosowanie,pl,8
wniosek o skorzystanie z immunitetu parlamentarnego przez maria borghezia głosowanie,pl,10
definicja opis prezentacja i etykietowanie napojów spirytusowych głosowanie,pl,8
futra z psów i kotów głosowanie,pl,6
opracowanie europejskiej polityki w zakresie szerokiego pasma głosowanie,pl,8
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la séance suspendue à  h  est reprise à  heures,pl,9
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
das protokoll der gestrigen sitzung wird genehmigt,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
se levanta la sesión a las  horas,pl,7
συνεδρίαση αρχίζει στις  πμ,pl,4
bezpieczne składowanie i zakaz wywozu rtęci metalicznej głosowanie,pl,8
poprawa możliwości przenoszenia uprawnień do dodatkowych emerytur lub rent głosowanie,pl,10
przyjęcie jednej waluty przez cypr z dniem  stycznia  r głosowanie,pl,10
przyjęcie jednej waluty przez maltę z dniem  stycznia  r głosowanie,pl,10
transpozycja i stosowanie prawodawstwa dotyczącego zamówień publicznych głosowanie,pl,8
udoskonalenie metody konsultacji parlamentu europejskiego w zakresie procedur rozszerzania strefy euro głosowanie,pl,12
skład parlamentu patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład komisji i delegacji patrz protokół,pl,6
porządek dzienny następnego posiedzenia patrz protokół,pl,6
se levanta la sesión a las  horas,pl,7
a sessão tem início às h,pl,6
składanie dokumentów patrz protokół,pl,4
przesunięcie środków patrz protokół,pl,4
wymiana informacji pochodzących z wypisu z rejestru skazanych państw członkowskich głosowanie,pl,11
relazione díaz de mera garcía consuegra,pl,6
strategia regionalna i wieloletni program orientacyjny dla azji głosowanie,pl,9
proposta di risoluzione,pl,3
w kierunku traktatu o handlu bronią głosowanie,pl,7
proposta di risoluzione,pl,3
o postępach negocjacji dotyczących decyzji ramowej w sprawie walki z rasizmem i ksenofobią głosowanie,pl,14
azyl współpraca praktyczna jakość procesu decyzyjnego w ramach wspólnego europejskiego systemu azylowego głosowanie,pl,13
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
komunikat nt wspólnych stanowisk rady patrz protokół,pl,7
harmonogram okresów sesyjnych patrz protokól,pl,5
ciò conclude il turno di votazioni,pl,6
la seduta sospesa alle  è ripresa alle,pl,7
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
debaty nad przypadkami łamania praw człowieka zasad demokracji i praworządności   debata,pl,11
prawa człowieka w etiopii głosowanie,pl,5
joint motion for a resolution,pl,5
joint motion for a resolution,pl,5
the next item is the vote,pl,6
for the results and other details on the vote see minutes,pl,11
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
skład komisji i delegacji patrz protokół,pl,6
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
i declare adjourned the session of the european parliament,pl,9
the sitting was closed at,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
kalendarz kolejnych posiedzeń patrz protokół,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład parlamentu patrz protokół,pl,4
skład komisji patrz protokół,pl,4
podpisanie aktów przyjętych w trybie współdecyzji patrz protokół,pl,8
składanie dokumentów patrz protokół,pl,4
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
teksty porozumień przekazane przez radę patrz protokół,pl,7
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
petycje patrz protokół,pl,3
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la séance est levée à h,pl,6
se abre la sesión a las  horas,pl,7
składanie dokumentów patrz protokół,pl,4
przesunięcie środków patrz protokół,pl,4
wybór wiceprzewodniczącego parlamentu głosowanie,pl,4
wniosek o zasięgnięcie opinii komitetu regionów wkład wolontariatu w spójność ekonomiczną i społeczną głosowanie,pl,14
recommendation jacek saryuszwolski,pl,3
report jacek saryuszwolski,pl,3
report jacek saryuszwolski,pl,3
report jacek saryuszwolski,pl,3
report jacek saryuszwolski,pl,3
report jacek saryuszwolski,pl,3
report jeanmarie cavada,pl,3
przedsiębiorstwa zbiorowego inwestowania w zbywalne papiery wartościowe uprawnienia wykonawcze komisji głosowanie,pl,11
report pervenche berès,pl,3
nowa klasyfikacja statystyczna produktów według działalności cpa głosowanie,pl,8
report guntars krasts,pl,3
report corien wortmannkool,pl,3
kontrola działalności połowowej w antarktyce głosowanie,pl,6
report rosa miguélez ramos,pl,4
przystąpienie bułgarii i rumunii do konwencji o europolu z dnia  lipca  r głosowanie,pl,13
report genowefa grabowska,pl,3
report genowefa grabowska,pl,3
report genowefa grabowska,pl,3
report jörg leichtfried,pl,3
corrigenda nowy art a regulaminu pe głosowanie,pl,7
report richard corbett,pl,3
stosowanie i wykładnia regulaminu zmiana art  regulaminu pe głosowanie,pl,9
report richard corbett,pl,3
konsultacja w sprawie immunitetu i przywilejów alessandry mussolini głosowanie,pl,9
report klausheiner lehne,pl,3
wniosek o skorzystanie z immunitetu parlamentarnego ashleya motea głosowanie,pl,9
report francesco enrico speroni,pl,4
projekt budżetu korygującego nr  głosowanie,pl,5
report james elles,pl,3
report alexander stubb,pl,3
zmninimalizowanie kosztów administracyjnych wynikających z ustawodawstwa głosowanie,pl,7
report jan mulder,pl,3
prawo właściwe dla zobowiązań pozaumownych rzym ii” głosowanie,pl,8
report diana wallis,pl,3
wspólnotowy program działań  dziedzina zdrowie” głosowanie,pl,6
recommendation for second reading antonios trakatellis,pl,6
urządzenia pomiarowe zawierające rtęć głosowanie,pl,5
recommendation for second reading sornosa martínez,pl,6
dodatki do żywności głosowanie,pl,4
report åsa westlund,pl,3
enzymy spożywcze głosowanie,pl,3
report avril doyle,pl,3
środki aromatyzujące i niektóre składniki żywności o własnościach aromatyzujących głosowanie,pl,10
report mojca drčar murko,pl,4
rozpoznanie wyznaczenie i ochrona europejskiej infrastruktury krytycznej głosowanie,pl,8
report jeanine hennisplasschaert,pl,3
the next item is the vote,pl,6
for the results and other details on the vote see minutes,pl,11
zwołanie konferencji międzyrządowej termin wnoszenia poprawek patrz protokól,pl,8
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
the sitting was suspended at  and resumed at,pl,8
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład komisji i delegacji patrz protokół,pl,6
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la seduta è tolta alle,pl,5
die sitzung wird um  uhr eröffnet,pl,6
teksty porozumień przekazane przez radę patrz protokół,pl,7
porozumienie ze stanami zjednoczonymi dotyczące pnr złożone projekty rezolucji patrz protokól,pl,11
łączenie i podział spółek akcyjnych głosowanie,pl,6
wspólnotowa polityka wodna uprawnienia wykonawcze komisji głosowanie,pl,7
pojazdy wycofane z eksploatacji uprawnienia wykonawcze komisji głosowanie,pl,8
zużyty sprzęt elektrotechniczny i elektroniczny uprawnienia wykonawcze komisji głosowanie,pl,9
niebezpieczne substancje w sprzęcie elektrycznym uprawnienia wykonawcze komisji głosowanie,pl,9
wymogi dotyczące ekoprojektu dla produktów wykorzystujących energię uprawnienia wykonawcze komisji głosowanie,pl,11
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la sesión suspendida a las  horas se reanuda a las  horas,pl,11
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład komisji i delegacji patrz protokół,pl,6
porządek dzienny następnego posiedzenia patrz protokół,pl,6
the sitting closed at,pl,4
se abre la sesión a las  horas,pl,7
składanie dokumentów patrz protokół,pl,4
kalendarium budżetowe patrz protokół,pl,4
wspólnotowy program statystyczny  głosowanie,pl,4
wdrożenie pierwszego pakietu kolejowego głosowanie,pl,5
środki przeciwdziałające chorobom układu krążenia głosowanie,pl,6
strefa euro  głosowanie,pl,3
europejski bank centralny  głosowanie,pl,4
umowa adpic i dostęp do leków głosowanie,pl,7
demokratyczny nadzór w ramach instrumentu współpracy na rzecz rozwoju głosowanie,pl,10
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
debaty nad przypadkami łamania praw człowieka zasad demokracji i praworządności debata,pl,11
skład komisji i delegacji patrz protokół,pl,6
prawa człowieka w wietnamie głosowanie,pl,5
wspólna rezolucja prawa człowieka w wietnamie,pl,6
głosowanie uważam za zakończone,pl,4
panie przewodniczący chciałbym w sposób bardzo jednoznaczny odnieść się do sprawozdania nad którym głosowaliśmy przedpołudniem,pl,15
przewodniczący odebrał głos mówcy,pl,4
panie pośle przepraszam ale w chwili obecnej wyjaśnienia dotyczące głosowania nie są przewidziane,pl,13
kolejnym punktem porządku dziennego jest głosowanie,pl,6
wyniki i inne szczegóły głosowania zobacz protokół,pl,7
aprobata rady dla stanowisk parlamentu przyjętych w pierwszym czytaniu art  regulaminu patrz protokól,pl,13
decyzje w sprawie niektórych dokumentów patrz protokól,pl,7
przesunięcie środków patrz protokół,pl,4
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych w trakcie posiedzenia patrz protokól,pl,8
kalendarz następnych posiedzeń pprotokól,pl,4
ogłaszam przerwę w sesji parlamentu europejskiego,pl,6
posiedzenie zostało zamknięte o godz,pl,5
wznawiam posiedzenie zawieszone we wtorek  lipca  r,pl,7
obawiam się że będę musiał zacząć od smutnych wieści,pl,9
chciałbym prosić wszystkich o powstanie i uczczenie pamięci zmarłych minutą ciszy,pl,11
wszyscy uczestnicy spotkania powstali aby uczcić pamięć zmarłych minutą ciszy,pl,10
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
doręczone dokumenty patrz protokół,pl,4
skład parlamentu patrz protokół,pl,4
skład komisji i delegacji patrz protokół,pl,6
podpisanie aktów przyjętych w trybie współdecyzji patrz protokół,pl,8
ogłoszenie wspólnych stanowisk rady patrz protokół,pl,6
teksty porozumień przekazane przez radę patrz protokół,pl,7
